level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,prediction_available_levels,missing_prediction_levels,routed_top1_pct_within_3,routed_top1_pct_within_5,routed_top3_pct_within_3,routed_top3_pct_within_5,routed_best_median_abs_error,routed_best_mean_abs_error,routed_best_pct_within_3,routed_best_pct_within_5,routed_top1_median_abs_error,routed_mean_confidence_score,routed_ordered_ladder_valid,routed_ordered_ladder_median_abs_error,routed_ordered_ladder_pct_within_3,routed_ordered_ladder_pct_within_5,routed_bracketed_by_L5_L6
2026-06-02,2026-06-01,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,4484.66,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,7.046666,10.843333,25.0,25.0,37.91,38.234122,True,38.8725,0.0,0.0,True
2026-06-03,2026-06-02,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4487.83,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,25.0,7.723125,6.790313,0.0,25.0,9.829375,36.823562,True,9.829375,0.0,0.0,True
2026-06-04,2026-06-03,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4434.35,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,50.0,75.0,3.792187,3.553594,50.0,75.0,20.60375,34.251083,True,20.60375,0.0,0.0,True
2026-06-05,2026-06-04,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4475.16,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,25.0,25.0,50.0,5.525,4.77125,25.0,50.0,6.5575,52.03965,True,6.5575,0.0,25.0,True
2026-06-08,2026-06-05,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4328.02,PREV_CLOSE_PROXY,,NEUTRAL,4,0,50.0,50.0,50.0,50.0,2.40728,3.12364,50.0,75.0,11.184971,40.056338,True,11.184971,50.0,50.0,True
2026-06-09,2026-06-08,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4329.71,PREV_CLOSE_PROXY,,NEUTRAL,4,0,25.0,25.0,25.0,25.0,7.94875,11.295625,25.0,25.0,7.94875,42.31477,True,7.94875,25.0,25.0,True
2026-06-10,2026-06-09,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4259.46,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,38.33375,36.373323,0.0,0.0,62.28946,41.697792,True,62.28946,0.0,0.0,True
2026-06-11,2026-06-10,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,4071.32,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,28.345,31.58,0.0,0.0,61.37,41.867169,True,61.37,0.0,0.0,True
2026-06-12,2026-06-11,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4210.77,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,50.0,6.515625,11.7075,0.0,50.0,29.971562,26.912542,True,29.971562,0.0,0.0,True
2026-06-15,2026-06-12,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,4218.5,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,52.143125,52.430885,0.0,0.0,77.5375,34.661677,True,77.5375,0.0,0.0,True
2026-06-16,2026-06-15,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4309.03,PREV_CLOSE_PROXY,,NEUTRAL,4,0,50.0,50.0,50.0,50.0,3.646295,3.626272,50.0,50.0,3.646295,53.30411,True,3.646295,50.0,50.0,True
2026-06-17,2026-06-16,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4331.14,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,8.85125,10.100625,0.0,0.0,11.8275,34.623892,True,11.8275,0.0,0.0,True
2026-06-18,2026-06-17,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,4257.74,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,21.0225,23.293945,0.0,0.0,21.0225,41.97602,True,21.0225,0.0,0.0,False
2026-06-19,2026-06-18,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4209.04,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,50.440685,48.714306,0.0,0.0,61.987927,41.176346,True,74.599375,0.0,0.0,True
2026-06-22,2026-06-19,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4155.81,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,25.0,0.0,50.0,9.135145,9.346322,0.0,50.0,16.123895,55.454398,True,16.123895,0.0,25.0,True
2026-06-23,2026-06-22,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4191.26,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,17.244845,18.241172,0.0,0.0,22.895,56.572971,True,22.895,0.0,0.0,False
2026-06-25,2026-06-24,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3999.01,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,0.0,0.0,17.12375,21.793355,0.0,0.0,46.35546,40.756882,True,46.35546,0.0,0.0,True
2026-06-26,2026-06-25,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4026.59,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,25.0,50.0,7.79125,7.790312,25.0,50.0,35.874063,62.099873,True,35.874063,0.0,0.0,True
2026-06-29,2026-06-26,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4088.41,PREV_CLOSE_PROXY,,NEUTRAL,4,0,0.0,0.0,50.0,50.0,4.315,4.342656,50.0,50.0,17.805,63.065455,True,17.805,0.0,0.0,False
2026-06-30,2026-06-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,4178.97,AUTO_JSON,ema_proxy_up,UP,4,0,0.0,0.0,25.0,25.0,9.183125,7.935937,25.0,25.0,29.499375,39.330721,True,29.499375,0.0,0.0,False
