level_date,rows,median_abs_distance,mean_abs_distance,max_abs_distance,pct_within_1,pct_within_2,pct_within_3,pct_within_5,pct_within_10,dominant_anchor_family,prior_range_fraction_count,prior_hlc_count,box_internal_count,box_edge_count,full_anchor_sequence,full_family_sequence,full_side_sequence,focus_l4_l7_anchor_sequence,focus_l4_l7_family_sequence,focus_l4_l7_median_abs_distance,focus_l4_l7_pct_within_3,focus_l4_l7_pct_within_5,sequence_template_type,full_anchor_sequence_hash,full_family_sequence_hash,focus_l4_l7_anchor_sequence_hash,focus_l4_l7_family_sequence_hash,focus_family_template_key,focus_family_template_type,focus_family_template_score,focus_family_template_date_count
2025-12-08,8,2.519375,2.868906,6.0625,37.5,37.5,62.5,62.5,100.0,red_box_quarter,2,0,6,0,L1=green_box_midline::green_mid_2 | L2=prior_range_fraction::prev_range_0.875 | L3=green_box_quarter::green_box_1_75pct | L4=prior_range_fraction::prev_range_0.25 | L5=red_box_midline::red_mid_2 | L6=red_box_quarter::red_box_2_75pct | L7=red_box_quarter::red_box_3_25pct | L8=red_box_quarter::red_box_3_75pct,L1=green_box_midline | L2=prior_range_fraction | L3=green_box_quarter | L4=prior_range_fraction | L5=red_box_midline | L6=red_box_quarter | L7=red_box_quarter | L8=red_box_quarter,L1=green | L2=neutral | L3=green | L4=neutral | L5=red | L6=red | L7=red | L8=red,L4=prior_range_fraction::prev_range_0.25 | L5=red_box_midline::red_mid_2 | L6=red_box_quarter::red_box_2_75pct | L7=red_box_quarter::red_box_3_25pct,L4=prior_range_fraction | L5=red_box_midline | L6=red_box_quarter | L7=red_box_quarter,3.716875,50.0,50.0,BOX_INTERNAL_TEMPLATE,e4a8a3414c,f948e47456,2a5ab06421,8880a98e11,,,,
2025-12-09,8,3.30875,2.603438,4.3625,37.5,37.5,37.5,100.0,100.0,green_box_quarter,1,0,6,1,L1=green_box_quarter::green_box_3_75pct | L2=green_box_quarter::green_box_3_25pct | L3=green_box_midline::green_mid_2 | L4=prior_range_fraction::prev_range_0.875 | L5=red_box_quarter::red_box_1_75pct | L6=red_box_quarter::red_box_2_25pct | L7=red_box_edge::red_edge_2 | L8=red_box_midline::red_mid_3,L1=green_box_quarter | L2=green_box_quarter | L3=green_box_midline | L4=prior_range_fraction | L5=red_box_quarter | L6=red_box_quarter | L7=red_box_edge | L8=red_box_midline,L1=green | L2=green | L3=green | L4=neutral | L5=red | L6=red | L7=red | L8=red,L4=prior_range_fraction::prev_range_0.875 | L5=red_box_quarter::red_box_1_75pct | L6=red_box_quarter::red_box_2_25pct | L7=red_box_edge::red_edge_2,L4=prior_range_fraction | L5=red_box_quarter | L6=red_box_quarter | L7=red_box_edge,1.89875,50.0,100.0,BOX_INTERNAL_TEMPLATE,37bda198b7,0773a47136,68a862e508,adf927506a,,,,
2025-12-10,8,2.9725,2.988437,4.8925,12.5,25.0,50.0,100.0,100.0,green_box_quarter,1,1,6,0,L1=green_box_quarter::green_box_3_75pct | L2=green_box_quarter::green_box_3_25pct | L3=green_box_quarter::green_box_2_75pct | L4=prior_range_fraction::prev_range_0.875 | L5=prior_hlc::previous_mid | L6=red_box_quarter::red_box_2_25pct | L7=red_box_quarter::red_box_2_75pct | L8=red_box_quarter::red_box_3_25pct,L1=green_box_quarter | L2=green_box_quarter | L3=green_box_quarter | L4=prior_range_fraction | L5=prior_hlc | L6=red_box_quarter | L7=red_box_quarter | L8=red_box_quarter,L1=green | L2=green | L3=green | L4=neutral | L5=neutral | L6=red | L7=red | L8=red,L4=prior_range_fraction::prev_range_0.875 | L5=prior_hlc::previous_mid | L6=red_box_quarter::red_box_2_25pct | L7=red_box_quarter::red_box_2_75pct,L4=prior_range_fraction | L5=prior_hlc | L6=red_box_quarter | L7=red_box_quarter,1.68125,100.0,100.0,BOX_INTERNAL_TEMPLATE,5ec1a1c7ed,40f4c1c9ac,2cdae2f7bb,8bd06bfa32,,,,
2025-12-11,8,1.2525,1.669687,3.8275,50.0,62.5,75.0,100.0,100.0,green_box_quarter,1,0,5,2,L1=green_box_edge::green_edge_2 | L2=green_box_midline::green_mid_2 | L3=prior_range_fraction::prev_range_0.875 | L4=green_box_quarter::green_box_1_75pct | L5=green_box_quarter::green_box_1_25pct | L6=red_box_midline::red_mid_2 | L7=red_box_edge::red_edge_2 | L8=red_box_quarter::red_box_3_25pct,L1=green_box_edge | L2=green_box_midline | L3=prior_range_fraction | L4=green_box_quarter | L5=green_box_quarter | L6=red_box_midline | L7=red_box_edge | L8=red_box_quarter,L1=green | L2=green | L3=neutral | L4=green | L5=green | L6=red | L7=red | L8=red,L4=green_box_quarter::green_box_1_75pct | L5=green_box_quarter::green_box_1_25pct | L6=red_box_midline::red_mid_2 | L7=red_box_edge::red_edge_2,L4=green_box_quarter | L5=green_box_quarter | L6=red_box_midline | L7=red_box_edge,1.2525,100.0,100.0,BOX_INTERNAL_TEMPLATE,18512920a1,5d2394a748,ba8b48bdef,d82fb88c68,T_focus_l4_l7_family_d82fb88c,BOX_INTERNAL_TEMPLATE,75.472768,2.0
2025-12-12,9,0.57375,1.369444,5.73625,66.666667,77.777778,77.777778,88.888889,100.0,prior_range_fraction,3,1,5,0,L1=green_box_quarter::green_box_2_75pct | L2=green_box_midline::green_mid_2 | L3=prior_range_fraction::prev_range_0.875 | L4=prior_range_fraction::prev_range_0.666667 | L5=prior_hlc::previous_mid | L6=prior_range_fraction::prev_range_0.333333 | L7=red_box_quarter::red_box_2_25pct | L8=red_box_midline::red_mid_2 | L9=red_box_quarter::red_box_2_75pct,L1=green_box_quarter | L2=green_box_midline | L3=prior_range_fraction | L4=prior_range_fraction | L5=prior_hlc | L6=prior_range_fraction | L7=red_box_quarter | L8=red_box_midline | L9=red_box_quarter,L1=green | L2=green | L3=neutral | L4=neutral | L5=neutral | L6=neutral | L7=red | L8=red | L9=red,L4=prior_range_fraction::prev_range_0.666667 | L5=prior_hlc::previous_mid | L6=prior_range_fraction::prev_range_0.333333 | L7=red_box_quarter::red_box_2_25pct,L4=prior_range_fraction | L5=prior_hlc | L6=prior_range_fraction | L7=red_box_quarter,0.085,100.0,100.0,BOX_INTERNAL_TEMPLATE,002357d5fb,12bc9e4f16,befdd0c496,bf1076323c,,,,
2025-12-15,8,1.169375,1.925,4.9225,50.0,62.5,75.0,100.0,100.0,prior_range_fraction,3,0,4,1,L1=prior_range_fraction::prev_range_0.875 | L2=prior_range_fraction::prev_range_0.875 | L3=red_box_midline::red_mid_1 | L4=green_box_quarter::green_box_1_75pct | L5=prior_range_fraction::prev_range_0.25 | L6=red_box_midline::red_mid_2 | L7=red_box_quarter::red_box_2_75pct | L8=red_box_edge::red_edge_2,L1=prior_range_fraction | L2=prior_range_fraction | L3=red_box_midline | L4=green_box_quarter | L5=prior_range_fraction | L6=red_box_midline | L7=red_box_quarter | L8=red_box_edge,L1=neutral | L2=neutral | L3=red | L4=green | L5=neutral | L6=red | L7=red | L8=red,L4=green_box_quarter::green_box_1_75pct | L5=prior_range_fraction::prev_range_0.25 | L6=red_box_midline::red_mid_2 | L7=red_box_quarter::red_box_2_75pct,L4=green_box_quarter | L5=prior_range_fraction | L6=red_box_midline | L7=red_box_quarter,2.166875,50.0,100.0,BOX_INTERNAL_TEMPLATE,7d279f4c50,05b9debf48,6381f5b5e2,0c7c5c552b,T_focus_l4_l7_family_0c7c5c55,BOX_INTERNAL_TEMPLATE,83.40625,2.0
2025-12-16,8,1.025625,1.375625,2.99375,37.5,62.5,100.0,100.0,100.0,red_box_quarter,1,0,6,1,L1=green_box_edge::green_edge_2 | L2=green_box_midline::green_mid_2 | L3=red_box_quarter::red_box_1_25pct | L4=green_box_quarter::green_box_1_75pct | L5=prior_range_fraction::prev_range_0.25 | L6=red_box_midline::red_mid_2 | L7=red_box_quarter::red_box_2_75pct | L8=red_box_quarter::red_box_3_25pct,L1=green_box_edge | L2=green_box_midline | L3=red_box_quarter | L4=green_box_quarter | L5=prior_range_fraction | L6=red_box_midline | L7=red_box_quarter | L8=red_box_quarter,L1=green | L2=green | L3=red | L4=green | L5=neutral | L6=red | L7=red | L8=red,L4=green_box_quarter::green_box_1_75pct | L5=prior_range_fraction::prev_range_0.25 | L6=red_box_midline::red_mid_2 | L7=red_box_quarter::red_box_2_75pct,L4=green_box_quarter | L5=prior_range_fraction | L6=red_box_midline | L7=red_box_quarter,1.6075,100.0,100.0,BOX_INTERNAL_TEMPLATE,e9a177a0e3,136123746b,6381f5b5e2,0c7c5c552b,T_focus_l4_l7_family_0c7c5c55,BOX_INTERNAL_TEMPLATE,83.40625,2.0
2025-12-17,8,1.52077,2.129617,5.64875,25.0,75.0,75.0,87.5,100.0,prior_range_fraction,3,1,2,2,L1=green_box_edge::green_edge_2 | L2=green_box_quarter::green_box_2_75pct | L3=prior_hlc::previous_high | L4=prior_range_fraction::prev_range_0.666667 | L5=prior_range_fraction::prev_range_0.382 | L6=prior_range_fraction::prev_range_0.125 | L7=red_box_quarter::red_box_2_75pct | L8=red_box_edge::red_edge_2,L1=green_box_edge | L2=green_box_quarter | L3=prior_hlc | L4=prior_range_fraction | L5=prior_range_fraction | L6=prior_range_fraction | L7=red_box_quarter | L8=red_box_edge,L1=green | L2=green | L3=neutral | L4=neutral | L5=neutral | L6=neutral | L7=red | L8=red,L4=prior_range_fraction::prev_range_0.666667 | L5=prior_range_fraction::prev_range_0.382 | L6=prior_range_fraction::prev_range_0.125 | L7=red_box_quarter::red_box_2_75pct,L4=prior_range_fraction | L5=prior_range_fraction | L6=prior_range_fraction | L7=red_box_quarter,1.254093,75.0,75.0,PRIOR_RANGE_FRACTION_TEMPLATE,17d26e67c9,b4c97015ad,2740ea23a6,aee37eba39,,,,
2025-12-19,8,1.2375,1.846719,4.5475,25.0,62.5,75.0,100.0,100.0,prior_hlc,1,3,2,2,L1=green_box_midline::green_mid_2 | L2=prior_hlc::previous_high | L3=green_box_edge::green_edge_1 | L4=prior_hlc::previous_mid | L5=prior_range_fraction::prev_range_0.25 | L6=prior_hlc::previous_low | L7=red_box_quarter::red_box_2_75pct | L8=red_box_edge::red_edge_2,L1=green_box_midline | L2=prior_hlc | L3=green_box_edge | L4=prior_hlc | L5=prior_range_fraction | L6=prior_hlc | L7=red_box_quarter | L8=red_box_edge,L1=green | L2=neutral | L3=green | L4=neutral | L5=neutral | L6=neutral | L7=red | L8=red,L4=prior_hlc::previous_mid | L5=prior_range_fraction::prev_range_0.25 | L6=prior_hlc::previous_low | L7=red_box_quarter::red_box_2_75pct,L4=prior_hlc | L5=prior_range_fraction | L6=prior_hlc | L7=red_box_quarter,1.06625,100.0,100.0,PRIOR_HLC_TEMPLATE,798b8b2250,c036888fb4,174616e623,22b7c55511,T_focus_l4_l7_family_22b7c555,BOX_INTERNAL_TEMPLATE,66.735243,2.0
2025-12-22,8,2.0675,2.17875,4.395,25.0,50.0,75.0,100.0,100.0,red_box_midline,0,1,4,3,L1=green_box_edge::green_edge_2 | L2=green_box_midline::green_mid_2 | L3=prior_hlc::previous_high | L4=red_box_midline::red_mid_1 | L5=red_box_edge::red_edge_1 | L6=red_box_midline::red_mid_2 | L7=red_box_edge::red_edge_2 | L8=red_box_midline::red_mid_3,L1=green_box_edge | L2=green_box_midline | L3=prior_hlc | L4=red_box_midline | L5=red_box_edge | L6=red_box_midline | L7=red_box_edge | L8=red_box_midline,L1=green | L2=green | L3=neutral | L4=red | L5=red | L6=red | L7=red | L8=red,L4=red_box_midline::red_mid_1 | L5=red_box_edge::red_edge_1 | L6=red_box_midline::red_mid_2 | L7=red_box_edge::red_edge_2,L4=red_box_midline | L5=red_box_edge | L6=red_box_midline | L7=red_box_edge,1.395,75.0,100.0,BOX_INTERNAL_TEMPLATE,21b09843f8,aa260378c9,0f85ac6762,401484ce24,,,,
2025-12-23,10,2.51962,2.523428,5.4875,20.0,40.0,60.0,90.0,100.0,green_box_quarter,2,2,5,1,L1=green_box_midline::green_mid_3 | L2=green_box_quarter::green_box_3_25pct | L3=green_box_edge::green_edge_2 | L4=green_box_quarter::green_box_2_75pct | L5=prior_hlc::previous_high | L6=prior_hlc::previous_close | L7=green_box_quarter::green_box_2_25pct | L8=prior_range_fraction::prev_range_0.666667 | L9=red_box_quarter::red_box_1_75pct | L10=prior_range_fraction::prev_range_0.382,L1=green_box_midline | L2=green_box_quarter | L3=green_box_edge | L4=green_box_quarter | L5=prior_hlc | L6=prior_hlc | L7=green_box_quarter | L8=prior_range_fraction | L9=red_box_quarter | L10=prior_range_fraction,L1=green | L2=green | L3=green | L4=green | L5=neutral | L6=neutral | L7=green | L8=neutral | L9=red | L10=neutral,L4=green_box_quarter::green_box_2_75pct | L5=prior_hlc::previous_high | L6=prior_hlc::previous_close | L7=green_box_quarter::green_box_2_25pct,L4=green_box_quarter | L5=prior_hlc | L6=prior_hlc | L7=green_box_quarter,3.535,50.0,75.0,BOX_INTERNAL_TEMPLATE,a3b81b3076,5066605f25,12ed5e33e3,ca8289bb87,,,,
2025-12-24,6,0.405625,0.460625,1.05625,83.333333,100.0,100.0,100.0,100.0,green_box_quarter,0,0,5,1,L1=green_box_quarter::green_box_2_75pct | L2=green_box_midline::green_mid_2 | L3=green_box_quarter::green_box_2_25pct | L4=green_box_edge::green_edge_1 | L5=green_box_quarter::green_box_1_75pct | L6=green_box_midline::green_mid_1,L1=green_box_quarter | L2=green_box_midline | L3=green_box_quarter | L4=green_box_edge | L5=green_box_quarter | L6=green_box_midline,L1=green | L2=green | L3=green | L4=green | L5=green | L6=green,L4=green_box_edge::green_edge_1 | L5=green_box_quarter::green_box_1_75pct | L6=green_box_midline::green_mid_1,L4=green_box_edge | L5=green_box_quarter | L6=green_box_midline,0.23875,100.0,100.0,BOX_INTERNAL_TEMPLATE,f37218bae8,3c6dd2ce07,df46c82346,f0855c6de1,,,,
2025-12-26,8,2.175625,2.233906,3.94375,12.5,50.0,75.0,100.0,100.0,prior_range_fraction,4,1,3,0,L1=green_box_midline::green_mid_2 | L2=prior_range_fraction::prev_range_0.875 | L3=prior_range_fraction::prev_range_0.75 | L4=green_box_quarter::green_box_1_75pct | L5=prior_hlc::previous_close | L6=prior_range_fraction::prev_range_0.25 | L7=prior_range_fraction::prev_range_0.125 | L8=red_box_midline::red_mid_2,L1=green_box_midline | L2=prior_range_fraction | L3=prior_range_fraction | L4=green_box_quarter | L5=prior_hlc | L6=prior_range_fraction | L7=prior_range_fraction | L8=red_box_midline,L1=green | L2=neutral | L3=neutral | L4=green | L5=neutral | L6=neutral | L7=neutral | L8=red,L4=green_box_quarter::green_box_1_75pct | L5=prior_hlc::previous_close | L6=prior_range_fraction::prev_range_0.25 | L7=prior_range_fraction::prev_range_0.125,L4=green_box_quarter | L5=prior_hlc | L6=prior_range_fraction | L7=prior_range_fraction,2.493125,50.0,100.0,PRIOR_RANGE_FRACTION_TEMPLATE,7a76912584,845aa0541a,37d0f52e39,7452b560a1,,,,
2025-12-29,11,2.8475,2.675114,5.83125,27.272727,45.454545,54.545455,81.818182,100.0,red_box_quarter,1,2,6,2,L1=green_box_quarter::green_box_2_75pct | L2=green_box_midline::green_mid_2 | L3=green_box_quarter::green_box_2_25pct | L4=green_box_edge::green_edge_1 | L5=prior_hlc::previous_mid | L6=prior_range_fraction::prev_range_0.25 | L7=prior_hlc::previous_low | L8=red_box_quarter::red_box_2_75pct | L9=red_box_edge::red_edge_2 | L10=red_box_quarter::red_box_3_25pct | L11=red_box_quarter::red_box_3_25pct,L1=green_box_quarter | L2=green_box_midline | L3=green_box_quarter | L4=green_box_edge | L5=prior_hlc | L6=prior_range_fraction | L7=prior_hlc | L8=red_box_quarter | L9=red_box_edge | L10=red_box_quarter | L11=red_box_quarter,L1=green | L2=green | L3=green | L4=green | L5=neutral | L6=neutral | L7=neutral | L8=red | L9=red | L10=red | L11=red,L4=green_box_edge::green_edge_1 | L5=prior_hlc::previous_mid | L6=prior_range_fraction::prev_range_0.25 | L7=prior_hlc::previous_low,L4=green_box_edge | L5=prior_hlc | L6=prior_range_fraction | L7=prior_hlc,0.60875,100.0,100.0,BOX_INTERNAL_TEMPLATE,7a3add05fe,b25e77d972,e89e5b1966,73e6bc1705,T_focus_l4_l7_family_73e6bc17,BOX_INTERNAL_TEMPLATE,62.491761,2.0
2025-12-30,9,5.585,5.247417,9.65,11.111111,11.111111,22.222222,44.444444,100.0,prior_hlc,1,2,4,2,L1=green_box_quarter::green_box_1_75pct | L2=prior_range_fraction::prev_range_0.333333 | L3=green_box_midline::green_mid_1 | L4=red_box_midline::red_mid_2 | L5=prior_hlc::previous_close | L6=red_box_quarter::red_box_2_75pct | L7=prior_hlc::previous_low | L8=red_box_edge::red_edge_2 | L9=red_box_edge::red_edge_2,L1=green_box_quarter | L2=prior_range_fraction | L3=green_box_midline | L4=red_box_midline | L5=prior_hlc | L6=red_box_quarter | L7=prior_hlc | L8=red_box_edge | L9=red_box_edge,L1=green | L2=neutral | L3=green | L4=red | L5=neutral | L6=red | L7=neutral | L8=red | L9=red,L4=red_box_midline::red_mid_2 | L5=prior_hlc::previous_close | L6=red_box_quarter::red_box_2_75pct | L7=prior_hlc::previous_low,L4=red_box_midline | L5=prior_hlc | L6=red_box_quarter | L7=prior_hlc,5.6575,25.0,25.0,BOX_INTERNAL_TEMPLATE,f3c7f4e599,7a70f1039b,2a74f926d6,e122feecf8,T_focus_l4_l7_family_e122feec,BOX_INTERNAL_TEMPLATE,45.117621,2.0
2026-01-01,9,0.975,2.246111,6.5625,55.555556,66.666667,66.666667,77.777778,100.0,green_box_quarter,1,1,5,2,L1=green_box_quarter::green_box_3_25pct | L2=green_box_edge::green_edge_2 | L3=green_box_quarter::green_box_2_75pct | L4=prior_range_fraction::prev_range_0.875 | L5=red_box_midline::red_mid_1 | L6=prior_hlc::previous_mid | L7=red_box_edge::red_edge_1 | L8=red_box_quarter::red_box_2_25pct | L9=red_box_midline::red_mid_2,L1=green_box_quarter | L2=green_box_edge | L3=green_box_quarter | L4=prior_range_fraction | L5=red_box_midline | L6=prior_hlc | L7=red_box_edge | L8=red_box_quarter | L9=red_box_midline,L1=green | L2=green | L3=green | L4=neutral | L5=red | L6=neutral | L7=red | L8=red | L9=red,L4=prior_range_fraction::prev_range_0.875 | L5=red_box_midline::red_mid_1 | L6=prior_hlc::previous_mid | L7=red_box_edge::red_edge_1,L4=prior_range_fraction | L5=red_box_midline | L6=prior_hlc | L7=red_box_edge,0.7575,100.0,100.0,BOX_INTERNAL_TEMPLATE,5df3f51b4e,53387b8f29,8826e23cb5,4954d0c281,T_focus_l4_l7_family_4954d0c2,BOX_INTERNAL_TEMPLATE,67.851389,2.0
2026-01-02,10,2.27125,2.869772,7.285,20.0,30.0,60.0,80.0,100.0,green_box_quarter,2,1,4,3,L1=green_box_midline::green_mid_3 | L2=green_box_quarter::green_box_3_25pct | L3=green_box_edge::green_edge_2 | L4=prior_hlc::previous_high | L5=green_box_quarter::green_box_2_25pct | L6=prior_range_fraction::prev_range_0.618 | L7=red_box_edge::red_edge_1 | L8=prior_range_fraction::prev_range_0.125 | L9=red_box_quarter::red_box_2_75pct | L10=red_box_edge::red_edge_2,L1=green_box_midline | L2=green_box_quarter | L3=green_box_edge | L4=prior_hlc | L5=green_box_quarter | L6=prior_range_fraction | L7=red_box_edge | L8=prior_range_fraction | L9=red_box_quarter | L10=red_box_edge,L1=green | L2=green | L3=green | L4=neutral | L5=green | L6=neutral | L7=red | L8=neutral | L9=red | L10=red,L4=prior_hlc::previous_high | L5=green_box_quarter::green_box_2_25pct | L6=prior_range_fraction::prev_range_0.618 | L7=red_box_edge::red_edge_1,L4=prior_hlc | L5=green_box_quarter | L6=prior_range_fraction | L7=red_box_edge,2.77375,50.0,75.0,BOX_INTERNAL_TEMPLATE,0812c164fe,032239eb57,f279988db9,8481403438,,,,
2026-01-05,10,3.023125,3.523625,6.72,10.0,10.0,50.0,80.0,100.0,red_box_quarter,0,2,7,1,L1=green_box_quarter::green_box_3_25pct | L2=green_box_quarter::green_box_2_75pct | L3=green_box_midline::green_mid_2 | L4=red_box_midline::red_mid_1 | L5=prior_hlc::previous_pivot_hlc3 | L6=red_box_quarter::red_box_2_25pct | L7=prior_hlc::previous_low | L8=red_box_edge::red_edge_2 | L9=red_box_quarter::red_box_3_25pct | L10=red_box_quarter::red_box_3_75pct,L1=green_box_quarter | L2=green_box_quarter | L3=green_box_midline | L4=red_box_midline | L5=prior_hlc | L6=red_box_quarter | L7=prior_hlc | L8=red_box_edge | L9=red_box_quarter | L10=red_box_quarter,L1=green | L2=green | L3=green | L4=red | L5=neutral | L6=red | L7=neutral | L8=red | L9=red | L10=red,L4=red_box_midline::red_mid_1 | L5=prior_hlc::previous_pivot_hlc3 | L6=red_box_quarter::red_box_2_25pct | L7=prior_hlc::previous_low,L4=red_box_midline | L5=prior_hlc | L6=red_box_quarter | L7=prior_hlc,2.76125,50.0,75.0,BOX_INTERNAL_TEMPLATE,c5946dc58a,31feb0521a,33ab61e25b,e122feecf8,T_focus_l4_l7_family_e122feec,BOX_INTERNAL_TEMPLATE,45.117621,2.0
2026-01-06,9,2.935,3.853152,8.22,22.222222,33.333333,55.555556,66.666667,100.0,green_box_edge,2,2,3,2,L1=green_box_quarter::green_box_3_25pct | L2=green_box_edge::green_edge_2 | L3=green_box_edge::green_edge_2 | L4=prior_hlc::previous_high | L5=red_box_quarter::red_box_1_25pct | L6=prior_range_fraction::prev_range_0.666667 | L7=prior_hlc::previous_mid | L8=prior_range_fraction::prev_range_0.25 | L9=red_box_midline::red_mid_2,L1=green_box_quarter | L2=green_box_edge | L3=green_box_edge | L4=prior_hlc | L5=red_box_quarter | L6=prior_range_fraction | L7=prior_hlc | L8=prior_range_fraction | L9=red_box_midline,L1=green | L2=green | L3=green | L4=neutral | L5=red | L6=neutral | L7=neutral | L8=neutral | L9=red,L4=prior_hlc::previous_high | L5=red_box_quarter::red_box_1_25pct | L6=prior_range_fraction::prev_range_0.666667 | L7=prior_hlc::previous_mid,L4=prior_hlc | L5=red_box_quarter | L6=prior_range_fraction | L7=prior_hlc,0.97375,75.0,100.0,BOX_GRID_MIXED_TEMPLATE,b14d2da5c9,fb5c64a5be,4d9ed384b5,80d03a0790,,,,
2026-01-07,10,1.65563,2.448457,5.285,30.0,60.0,60.0,90.0,100.0,green_box_quarter,2,0,6,2,L1=green_box_quarter::green_box_3_75pct | L2=green_box_quarter::green_box_3_25pct | L3=green_box_edge::green_edge_2 | L4=green_box_quarter::green_box_2_75pct | L5=green_box_quarter::green_box_2_25pct | L6=prior_range_fraction::prev_range_0.666667 | L7=prior_range_fraction::prev_range_0.382 | L8=red_box_quarter::red_box_2_25pct | L9=red_box_midline::red_mid_2 | L10=red_box_edge::red_edge_2,L1=green_box_quarter | L2=green_box_quarter | L3=green_box_edge | L4=green_box_quarter | L5=green_box_quarter | L6=prior_range_fraction | L7=prior_range_fraction | L8=red_box_quarter | L9=red_box_midline | L10=red_box_edge,L1=green | L2=green | L3=green | L4=green | L5=green | L6=neutral | L7=neutral | L8=red | L9=red | L10=red,L4=green_box_quarter::green_box_2_75pct | L5=green_box_quarter::green_box_2_25pct | L6=prior_range_fraction::prev_range_0.666667 | L7=prior_range_fraction::prev_range_0.382,L4=green_box_quarter | L5=green_box_quarter | L6=prior_range_fraction | L7=prior_range_fraction,1.65563,75.0,100.0,BOX_INTERNAL_TEMPLATE,61609d2c71,153d0c5525,62731fc593,abe1feb0f6,T_focus_l4_l7_family_abe1feb0,BOX_INTERNAL_TEMPLATE,66.498059,3.0
2026-01-08,10,1.376875,2.50175,6.35,30.0,60.0,60.0,80.0,100.0,green_box_edge,1,1,5,3,L1=green_box_quarter::green_box_3_25pct | L2=green_box_edge::green_edge_2 | L3=green_box_midline::green_mid_2 | L4=prior_range_fraction::prev_range_0.875 | L5=green_box_edge::green_edge_1 | L6=prior_hlc::previous_close | L7=green_box_quarter::green_box_1_25pct | L8=red_box_midline::red_mid_2 | L9=red_box_edge::red_edge_2 | L10=red_box_quarter::red_box_3_25pct,L1=green_box_quarter | L2=green_box_edge | L3=green_box_midline | L4=prior_range_fraction | L5=green_box_edge | L6=prior_hlc | L7=green_box_quarter | L8=red_box_midline | L9=red_box_edge | L10=red_box_quarter,L1=green | L2=green | L3=green | L4=neutral | L5=green | L6=neutral | L7=green | L8=red | L9=red | L10=red,L4=prior_range_fraction::prev_range_0.875 | L5=green_box_edge::green_edge_1 | L6=prior_hlc::previous_close | L7=green_box_quarter::green_box_1_25pct,L4=prior_range_fraction | L5=green_box_edge | L6=prior_hlc | L7=green_box_quarter,1.376875,75.0,100.0,BOX_INTERNAL_TEMPLATE,4aecb6f764,9f94d4798d,bdc89fd386,3e8b586d00,,,,
2026-01-09,9,1.56,2.076667,4.52,22.222222,55.555556,77.777778,100.0,100.0,green_box_quarter,1,0,6,2,L1=green_box_quarter::green_box_3_75pct | L2=green_box_quarter::green_box_3_25pct | L3=green_box_edge::green_edge_2 | L4=green_box_midline::green_mid_2 | L5=red_box_quarter::red_box_1_25pct | L6=green_box_quarter::green_box_1_75pct | L7=prior_range_fraction::prev_range_0.25 | L8=red_box_midline::red_mid_2 | L9=red_box_edge::red_edge_2,L1=green_box_quarter | L2=green_box_quarter | L3=green_box_edge | L4=green_box_midline | L5=red_box_quarter | L6=green_box_quarter | L7=prior_range_fraction | L8=red_box_midline | L9=red_box_edge,L1=green | L2=green | L3=green | L4=green | L5=red | L6=green | L7=neutral | L8=red | L9=red,L4=green_box_midline::green_mid_2 | L5=red_box_quarter::red_box_1_25pct | L6=green_box_quarter::green_box_1_75pct | L7=prior_range_fraction::prev_range_0.25,L4=green_box_midline | L5=red_box_quarter | L6=green_box_quarter | L7=prior_range_fraction,1.4,75.0,100.0,BOX_INTERNAL_TEMPLATE,396666aea5,790e038f66,7efd7ccd06,93a84069cf,,,,
2026-01-12,10,1.66125,2.492856,5.7375,30.0,50.0,70.0,70.0,100.0,green_box_quarter,2,1,6,1,L1=green_box_midline::green_mid_4 | L2=green_box_quarter::green_box_4_25pct | L3=green_box_quarter::green_box_3_25pct | L4=green_box_edge::green_edge_2 | L5=green_box_midline::green_mid_2 | L6=green_box_quarter::green_box_2_25pct | L7=prior_range_fraction::prev_range_0.618 | L8=prior_range_fraction::prev_range_0.333333 | L9=prior_hlc::previous_low | L10=red_box_quarter::red_box_2_75pct,L1=green_box_midline | L2=green_box_quarter | L3=green_box_quarter | L4=green_box_edge | L5=green_box_midline | L6=green_box_quarter | L7=prior_range_fraction | L8=prior_range_fraction | L9=prior_hlc | L10=red_box_quarter,L1=green | L2=green | L3=green | L4=green | L5=green | L6=green | L7=neutral | L8=neutral | L9=neutral | L10=red,L4=green_box_edge::green_edge_2 | L5=green_box_midline::green_mid_2 | L6=green_box_quarter::green_box_2_25pct | L7=prior_range_fraction::prev_range_0.618,L4=green_box_edge | L5=green_box_midline | L6=green_box_quarter | L7=prior_range_fraction,1.69971,75.0,75.0,BOX_INTERNAL_TEMPLATE,b7a9ed0c12,d0d47c8945,65e52ed0aa,fe8fda815f,,,,
